"mysql_global_variables_log_slow_queries","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_log_warnings","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_long_query_time","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_low_priority_updates","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_lower_case_file_system","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_lower_case_table_names","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_allowed_packet","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_binlog_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_binlog_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_binlog_stmt_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_connect_errors","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_connections","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_delayed_threads","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_error_count","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_heap_table_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_insert_delayed_threads","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_join_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_length_for_sort_data","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_long_data_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_prepared_stmt_count","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_relay_log_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_seeks_for_key","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_sort_length","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_sp_recursion_depth","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_tmp_tables","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_user_connections","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_max_write_lock_count","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_metadata_locks_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_min_examined_row_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_multi_range_count","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_myisam_data_pointer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_myisam_max_sort_file_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_myisam_mmap_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_myisam_repair_threads","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_myisam_sort_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_myisam_use_mmap","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_net_buffer_length","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_net_read_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_net_retry_count","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_net_write_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_new","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_old","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_old_alter_table","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_old_passwords","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_open_files_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_optimizer_prune_level","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_optimizer_search_depth","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_events_w","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_events_w","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_cond","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_cond","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_file","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_file","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_file","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_mute","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_mute","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_rwlo","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_rwlo","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_tabl","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_tabl","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_thre","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_performance_schema_max_thre","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_port","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_preload_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_profiling","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_profiling_history_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_protocol_version","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_alloc_block_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_cache_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_cache_min_res_unit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_cache_type","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_cache_wlock_invalidat","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_query_prealloc_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_range_alloc_block_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_read_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_read_only","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_read_rnd_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_relay_log_purge","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_relay_log_recovery","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_relay_log_space_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_report_port","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_rpl_recovery_rank","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_secure_auth","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_server_id","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_skip_external_locking","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_skip_name_resolve","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_skip_networking","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_skip_show_database","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slave_compressed_protocol","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slave_max_allowed_packet","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slave_net_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slave_skip_errors","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slave_transaction_retries","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slow_launch_time","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_slow_query_log","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sort_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_auto_is_null","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_big_selects","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_big_tables","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_buffer_result","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_log_bin","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_log_off","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_low_priority_updates","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_max_join_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_notes","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_quote_show_create","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_safe_updates","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_select_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_slave_skip_counter","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sql_warnings","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_stored_program_cache","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sync_binlog","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sync_frm","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sync_master_info","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sync_relay_log","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_sync_relay_log_info","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_table_definition_cache","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_table_open_cache","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_thread_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_thread_concurrency","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_thread_stack","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_timed_mutexes","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_tmp_table_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_transaction_alloc_block_siz","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_transaction_prealloc_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_unique_checks","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_wait_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_info_schema_table_rows","app","mysql","The estimated number of rows in the table from information_schema.tables","gauge"
"mysql_info_schema_table_size","app","mysql","The size of the table components from information_schema.tables","gauge"
"mysql_info_schema_table_version","app","mysql","The version number of the table's .frm file","gauge"
"mysql_up","app","mysql","Whether the MySQL server is up.","gauge"
"mysql_version_info","app","mysql","MySQL version and distribution.","gauge"
"mysqld_exporter_build_info","app","mysql","A metric with a constant '1' value labeled by version, revision, branch, and goversion from which mysqld_exporter was built.","gauge"
"process_cpu_seconds_total","app","mysql","Total user and system CPU time spent in seconds.","counter"
"process_max_fds","app","mysql","Maximum number of open file descriptors.","gauge"
"process_open_fds","app","mysql","Number of open file descriptors.","gauge"
"process_resident_memory_bytes","app","mysql","Resident memory size in bytes.","gauge"
"process_start_time_seconds","app","mysql","Start time of the process since unix epoch in seconds.","gauge"
"process_virtual_memory_bytes","app","mysql","Virtual memory size in bytes.","gauge"
